district,year,office,candidate,party,writein,candidatevotes,totalvotes,
iowa2,2016,US House,David Loebsack,democrat,FALSE,198571,370032,
iowa2,2016,US House,NA,NA,TRUE,528,370032,
iowa3,2016,US House,Claudia Addy,nominated by petition,FALSE,6348,390287,
iowa3,2016,US House,Bryan Jack Holder,libertarian,FALSE,15372,390287,
iowa3,2016,US House,David Young,republican,FALSE,208598,390287,
iowa3,2016,US House,NA,NA,TRUE,449,390287,
iowa3,2016,US House,Jim Mowrer,democrat,FALSE,155002,390287,
iowa3,2016,US House,Joe Grandanette,nominated by petition,FALSE,4518,390287,
iowa4,2016,US House,NA,NA,TRUE,547,370259,
iowa4,2016,US House,Steve King,republican,FALSE,226719,370259,
iowa4,2016,US House,Kim Weaver,democrat,FALSE,142993,370259,
kansas1,2016,US House,Alan LaPolice,independent,FALSE,67739,257971,
kansas1,2016,US House,Kerry Burt,libertarian,FALSE,19366,257971,
kansas1,2016,US House,NA,NA,TRUE,874,257971,
kansas1,2016,US House,Roger Marshall,republican,FALSE,169992,257971,
kansas2,2016,US House,Britani Potter,democrat,FALSE,96840,297401,
kansas2,2016,US House,James Houston Bales,libertarian,FALSE,19333,297401,
kansas2,2016,US House,Lynn Jenkins,republican,FALSE,181228,297401,
kansas3,2016,US House,Kevin Yoder,republican,FALSE,176022,343113,
kansas3,2016,US House,Steven A. Hohe,libertarian,FALSE,27791,343113,
kansas3,2016,US House,Jay Sidie,democrat,FALSE,139300,343113,
kansas4,2016,US House,Gorden J . Bakken,libertarian,FALSE,7737,275251,
kansas4,2016,US House,Miranda Allen,independent,FALSE,19021,275251,
kansas4,2016,US House,Mike Pompeo,republican,FALSE,166998,275251,
kansas4,2016,US House,Daniel B. Giroux,democrat,FALSE,81495,275251,
kentucky1,2016,US House,Samuel L. Gaskins,democrat,FALSE,81710,299001,
kentucky1,2016,US House,NA,NA,TRUE,332,299001,
kentucky1,2016,US House,James R. Comer,republican,FALSE,216959,299001,
kentucky2,2016,US House,Brett Guthrie,republican,FALSE,251825,251825,
kentucky3,2016,US House,John A. Yarmuth,democrat,FALSE,212401,334494,
kentucky3,2016,US House,Harold Bratcher,republican,FALSE,122093,334494,
kentucky4,2016,US House,Calvin Sidle,democrat,FALSE,94065,327987,
kentucky4,2016,US House,Thomas Massie,republican,FALSE,233922,327987,
kentucky5,2016,US House,Harold Rogers,republican,FALSE,221242,221242,
kentucky6,2016,US House,Nancy Jo Kemper,democrat,FALSE,128728,330827,
kentucky6,2016,US House,Andy Barr,republican,FALSE,202099,330827,
louisiana1,2016,US House,Howard Kearney,libertarian,FALSE,9405,326788,
louisiana1,2016,US House,Eliot Barron,green,FALSE,6717,326788,
louisiana1,2016,US House,Lee Ann Dugas,democrat,FALSE,41840,326788,
louisiana1,2016,US House,Steve Scalise,republican,FALSE,243645,326788,
louisiana1,2016,US House,"Joseph """"Joe"""" Swider",democrat,FALSE,9237,326788,
louisiana1,2016,US House,Chuemai Yang,none,FALSE,3236,326788,
louisiana1,2016,US House,Danil Ezekiel Faust,democrat,FALSE,12708,326788,
louisiana2,2016,US House,Cedric L. Richmond,democrat,FALSE,198289,284269,
louisiana2,2016,US House,Kenneth Cutno,democrat,FALSE,28855,284269,
louisiana2,2016,US House,"Melvin L. """"Kip"""" Holden",democrat,FALSE,57125,284269,
louisiana3,2016,US House,"Gus"""" Rantz",republican,FALSE,25662,282443,
louisiana3,2016,US House,Guy McLendon,libertarian,FALSE,2937,282443,
louisiana3,2016,US House,Herman L. Vidrine,republican,FALSE,1357,282443,
louisiana3,2016,US House,Bryan Barrilleaux,republican,FALSE,6223,282443,
louisiana3,2016,US House,Grover Joseph Rees,republican,FALSE,2457,282443,
louisiana3,2016,US House,Kenny P. Scelfo Sr.,none,FALSE,2670,282443,
louisiana3,2016,US House,Larry Rader,democrat,FALSE,27830,282443,
louisiana3,2016,US House,Scott A. Angelle,republican,FALSE,60762,282443,
louisiana3,2016,US House,Clay Higgins,republican,FALSE,77671,282443,
louisiana3,2016,US House,"Jacob """"Dorian Phibian"""" Hebert",democrat,FALSE,28385,282443,
louisiana3,2016,US House,Brett Geymann,republican,FALSE,21607,282443,
louisiana3,2016,US House,"Greg"""" Ellison",republican,FALSE,24882,282443,
louisiana4,2016,US House,Mark David Halverson,none,FALSE,3149,268761,
louisiana4,2016,US House,"Ralph """"Trey"""" Baucum",republican,FALSE,50412,268761,
louisiana4,2016,US House,"Rick"""" John",republican,FALSE,13220,268761,
louisiana4,2016,US House,Marshall Jones,democrat,FALSE,46579,268761,
louisiana4,2016,US House,Oliver Jenkins,republican,FALSE,44521,268761,
louisiana4,2016,US House,Kenneth J. Krefft,none,FALSE,2493,268761,
louisiana4,2016,US House,Elbert Guillory,republican,FALSE,21017,268761,
louisiana4,2016,US House,"Mike"""" Johnson",republican,FALSE,87370,268761,
louisiana5,2016,US House,Ralph Lee Abraham,republican,FALSE,208545,255662,
louisiana5,2016,US House,Billy Burkette,republican,FALSE,47117,255662,
louisiana6,2016,US House,Devin Lance Graham,other,FALSE,3218,331098,
louisiana6,2016,US House,Robert Lamar,republican,FALSE,33592,331098,
louisiana6,2016,US House,Jermaine Sampson,democrat,FALSE,29822,331098,
louisiana6,2016,US House,Richard M. Fontanesi,libertarian,FALSE,7603,331098,
louisiana6,2016,US House,Richard Lieberman,democrat,FALSE,49380,331098,
louisiana6,2016,US House,Garret Graves,republican,FALSE,207483,331098,
maine1,2016,US House,Mark I. Holbrook,republican,FALSE,164569,406942,
maine1,2016,US House,Blank Vote,,FALSE,14551,406942,
maine1,2016,US House,Chellie Pingree,democrat,FALSE,227546,406942,
maine1,2016,US House,NA,NA,TRUE,276,406942,
maine2,2016,US House,Blank Vote,,FALSE,12703,364886,
maine2,2016,US House,Emily Ann Cain,democrat,FALSE,159081,364886,
maine2,2016,US House,Bruce Poliquin,republican,FALSE,192878,364886,
maine2,2016,US House,NA,NA,TRUE,224,364886,
maryland1,2016,US House,Matt Beers,libertarian,FALSE,15370,362097,
maryland1,2016,US House,Joe Werner,democrat,FALSE,103622,362097,
maryland1,2016,US House,NA,NA,TRUE,531,362097,
maryland1,2016,US House,Andy Harris,republican,FALSE,242574,362097,
maryland2,2016,US House,NA,NA,TRUE,592,309480,
maryland2,2016,US House,C. A. Dutch Ruppersberger,democrat,FALSE,192183,309480,
maryland2,2016,US House,Kristin S. Kasprzak,libertarian,FALSE,14128,309480,
maryland2,2016,US House,Pat McDonough,republican,FALSE,102577,309480,
maryland3,2016,US House,NA,NA,TRUE,63,339675,
maryland3,2016,US House,Nnabu Eze,green,FALSE,9461,339675,
maryland3,2016,US House,Mark Plaster,republican,FALSE,115048,339675,
maryland3,2016,US House,John P. Sarbanes,democrat,FALSE,214640,339675,
maryland3,2016,US House,NA,NA,TRUE,463,339675,
maryland4,2016,US House,NA,NA,TRUE,513,320650,
maryland4,2016,US House,Benjamin Lee Krause,libertarian,FALSE,5744,320650,
maryland4,2016,US House,George E. McDermott,republican,FALSE,68670,320650,
maryland4,2016,US House,Kamesha T. Clark,green,FALSE,8204,320650,
maryland4,2016,US House,Anthony G. Brown,democrat,FALSE,237501,320650,
maryland4,2016,US House,NA,NA,TRUE,18,320650,
maryland5,2016,US House,Steny H. Hoyer,democrat,FALSE,242989,360634,
maryland5,2016,US House,Mark Arness,republican,FALSE,105931,360634,
maryland5,2016,US House,Jason Summers,libertarian,FALSE,11078,360634,
maryland5,2016,US House,NA,NA,TRUE,636,360634,
maryland6,2016,US House,Amie Hoeber,republican,FALSE,133081,331973,
maryland6,2016,US House,George Gluck,green,FALSE,5824,331973,
maryland6,2016,US House,NA,NA,TRUE,306,331973,
maryland6,2016,US House,David L. Howser,libertarian,FALSE,6889,331973,
maryland6,2016,US House,NA,NA,TRUE,103,331973,
maryland6,2016,US House,John K. Delaney,democrat,FALSE,185770,331973,
maryland7,2016,US House,Elijah E. Cummings,democrat,FALSE,238838,318912,
maryland7,2016,US House,Myles B. Hoenig,green,FALSE,9715,318912,
maryland7,2016,US House,NA,NA,TRUE,202,318912,
maryland7,2016,US House,NA,NA,TRUE,17,318912,
maryland7,2016,US House,Corrogan R. Vaughn,republican,FALSE,69556,318912,
maryland7,2016,US House,NA,NA,TRUE,584,318912,
maryland8,2016,US House,Dan Cox,republican,FALSE,124651,364324,
maryland8,2016,US House,Jasen Wunder,libertarian,FALSE,7283,364324,
maryland8,2016,US House,Nancy Wallace,green,FALSE,11201,364324,
maryland8,2016,US House,NA,NA,TRUE,5,364324,
maryland8,2016,US House,Jamie Raskin,democrat,FALSE,220657,364324,
maryland8,2016,US House,NA,NA,TRUE,527,364324,
massachusetts1,2016,US House,Other,,FALSE,721,349676,
massachusetts1,2016,US House,Richard E. Neal,democrat,FALSE,235803,349676,
massachusetts1,2016,US House,Blank Vote,,FALSE,28137,349676,
massachusetts1,2016,US House,Thomas T. Simmons,libertarian,FALSE,27511,349676,
massachusetts1,2016,US House,Frederick O. Mayock,independent,FALSE,57504,349676,
massachusetts2,2016,US House,James P. McGovern,democrat,FALSE,275487,363197,
massachusetts2,2016,US House,Other,,FALSE,4924,363197,
massachusetts2,2016,US House,Blank Vote,,FALSE,82786,363197,
massachusetts3,2016,US House,Other,,FALSE,360,360124,
massachusetts3,2016,US House,Ann Wofford,republican,FALSE,107519,360124,
massachusetts3,2016,US House,Blank Vote,,FALSE,15532,360124,
massachusetts3,2016,US House,Niki Tsongas,democrat,FALSE,236713,360124,
massachusetts4,2016,US House,David A. Rosa,republican,FALSE,113055,395304,
massachusetts4,2016,US House,Joseph P. Kennedy III,democrat,FALSE,265823,395304,
massachusetts4,2016,US House,Other,,FALSE,335,395304,
massachusetts4,2016,US House,Blank Vote,,FALSE,16091,395304,
massachusetts5,2016,US House,Katherine M. Clark,democrat,FALSE,285606,385455,
massachusetts5,2016,US House,Blank Vote,,FALSE,95648,385455,
massachusetts5,2016,US House,Other,,FALSE,4201,385455,
massachusetts6,2016,US House,Seth Moulton,democrat,FALSE,308923,415749,
massachusetts6,2016,US House,Other,,FALSE,5132,415749,
massachusetts6,2016,US House,Blank Vote,,FALSE,101694,415749,
massachusetts7,2016,US House,Blank Vote,,FALSE,52734,309645,
massachusetts7,2016,US House,Other,,FALSE,3557,309645,
massachusetts7,2016,US House,Michael E. Capuano,democrat,FALSE,253354,309645,
massachusetts8,2016,US House,William Burke,republican,FALSE,102744,396009,
massachusetts8,2016,US House,Blank Vote,,FALSE,21744,396009,
massachusetts8,2016,US House,Stephen F. Lynch,democrat,FALSE,271019,396009,
massachusetts8,2016,US House,Other,,FALSE,502,396009,
massachusetts9,2016,US House,Mark C. Alliegro,republican,FALSE,127803,403642,
massachusetts9,2016,US House,Blank Vote,,FALSE,23747,403642,
massachusetts9,2016,US House,Other,,FALSE,411,403642,
massachusetts9,2016,US House,Anna Grace Raduc,unenrolled,FALSE,5320,403642,
massachusetts9,2016,US House,William R. Keating,democrat,FALSE,211790,403642,
massachusetts9,2016,US House,Paul J. Harrington,independent,FALSE,26233,403642,
massachusetts9,2016,US House,Christopher D. Cataldo,unenrolled,FALSE,8338,403642,
michigan1,2016,US House,Diane Bostow,libertarian,FALSE,13386,360271,
michigan1,2016,US House,Lon Johnson,democrat,FALSE,144334,360271,
michigan1,2016,US House,Jack Bergman,republican,FALSE,197777,360271,
michigan1,2016,US House,Ellis Boal,green,FALSE,4774,360271,
michigan2,2016,US House,Dennis B. Murphy,democrat,FALSE,110391,339328,
michigan2,2016,US House,Matthew A. Brady,green,FALSE,5353,339328,
michigan2,2016,US House,NA,NA,TRUE,18,339328,
michigan2,2016,US House,Erwin J. Haas,libertarian,FALSE,8154,339328,
michigan2,2016,US House,Bill Huizenga,republican,FALSE,212508,339328,
michigan2,2016,US House,Ronald E. Graese,u.s. taxpayers,FALSE,2904,339328,
michigan3,2016,US House,Justin Amash,republican,FALSE,203545,342365,
michigan3,2016,US House,Ted Gerrard,u.s. taxpayers,FALSE,10420,342365,
michigan3,2016,US House,Douglas Smith,democrat,FALSE,128400,342365,
michigan4,2016,US House,John R. Moolenaar,republican,FALSE,194572,315751,
michigan4,2016,US House,Jordan Salvi,green,FALSE,3953,315751,
michigan4,2016,US House,George M. Zimmer,u.s. taxpayers,FALSE,5595,315751,
michigan4,2016,US House,Debra Wirth,democrat,FALSE,101277,315751,
michigan4,2016,US House,Keith Butkovich,natural law,FALSE,1838,315751,
michigan4,2016,US House,Leonard Schwartz,libertarian,FALSE,8516,315751,
michigan5,2016,US House,Harley Mikkelson,green,FALSE,4904,319291,
michigan5,2016,US House,Al Hardwick,republican,FALSE,112102,319291,
michigan5,2016,US House,Daniel T. Kildee,democrat,FALSE,195279,319291,
michigan5,2016,US House,Steve Sluka,libertarian,FALSE,7006,319291,
michigan6,2016,US House,Paul Clements,democrat,FALSE,119980,329565,
michigan6,2016,US House,Fred Upton,republican,FALSE,193259,329565,
michigan6,2016,US House,Lorence Wenke,libertarian,FALSE,16248,329565,
michigan6,2016,US House,NA,NA,TRUE,78,329565,
michigan7,2016,US House,Tim Walberg,republican,FALSE,184321,334807,
michigan7,2016,US House,Gretchen D. Driskell,democrat,FALSE,134010,334807,
michigan7,2016,US House,Ken Proctor,libertarian,FALSE,16476,334807,
michigan8,2016,US House,Mike Bishop,republican,FALSE,205629,366968,
michigan8,2016,US House,Jeff Wood,libertarian,FALSE,9619,366968,
michigan8,2016,US House,Maria Green,green,FALSE,5679,366968,
michigan8,2016,US House,Suzanna Shkreli,democrat,FALSE,143791,366968,
michigan8,2016,US House,Jeremy Burgess,natural law,FALSE,2250,366968,
michigan9,2016,US House,John V. McDermott,green,FALSE,6614,344775,
michigan9,2016,US House,Matthew Orlando,libertarian,FALSE,9563,344775,
michigan9,2016,US House,Sander M. Levin,democrat,FALSE,199661,344775,
michigan9,2016,US House,Christopher R. Morse,republican,FALSE,128937,344775,
michigan10,2016,US House,Frank Accavitti Jr,democrat,FALSE,110112,340983,
michigan10,2016,US House,Benjamin Nofs,green,FALSE,5127,340983,
michigan10,2016,US House,Paul Mitchell,republican,FALSE,215132,340983,
michigan10,2016,US House,Lisa Lane Gioia,libertarian,FALSE,10612,340983,
michigan11,2016,US House,Anil Kumar,democrat,FALSE,152461,379488,
michigan11,2016,US House,Jonathan Ray Osment,libertarian,FALSE,9545,379488,
michigan11,2016,US House,David A. Trott,republican,FALSE,200872,379488,
michigan11,2016,US House,Kerry Bent ivolio,none,FALSE,16610,379488,
michigan12,2016,US House,Dylan Calewarts,green,FALSE,4377,328542,
michigan12,2016,US House,NA,NA,TRUE,11,328542,
michigan12,2016,US House,Debbie Dingell,democrat,FALSE,211378,328542,
michigan12,2016,US House,Jeff Jones,republican,FALSE,96104,328542,
michigan12,2016,US House,Tom Bagwell,libertarian,FALSE,7489,328542,
michigan12,2016,US House,Gary Walkowicz,working class,FALSE,9183,328542,
michigan13,2016,US House,Tiffany Hayden,libertarian,FALSE,9648,257797,
michigan13,2016,US House,Jeff Gorman,republican,FALSE,40541,257797,
michigan13,2016,US House,John Conyers Jr,democrat,FALSE,198771,257797,
michigan13,2016,US House,NA,NA,TRUE,2,257797,
michigan13,2016,US House,Sam Johnson,working class,FALSE,8835,257797,
michigan14,2016,US House,Howard Klausner,republican,FALSE,58103,310974,
michigan14,2016,US House,Brenda L. Lawrence,democrat,FALSE,244135,310974,
michigan14,2016,US House,Gregory Creswell,libertarian,FALSE,4893,310974,
michigan14,2016,US House,Marcia Squier,green,FALSE,3843,310974,
minnesota1,2016,US House,Jim Hagedorn,republican,FALSE,166524,335873,
minnesota1,2016,US House,Timothy J. Walz,democrat,FALSE,169071,335873,
minnesota1,2016,US House,NA,NA,TRUE,278,335873,
minnesota2,2016,US House,NA,NA,TRUE,360,370515,
minnesota2,2016,US House,Jason Lewis,republican,FALSE,173970,370515,
minnesota2,2016,US House,Paula Overby,independence,FALSE,28870,370515,
minnesota2,2016,US House,Angie Craig,democratic-farmer-labor,FALSE,167315,370515,
minnesota3,2016,US House,Erik Paulsen,republican,FALSE,223075,393457,
minnesota3,2016,US House,NA,NA,TRUE,1144,393457,
minnesota3,2016,US House,Terri E. Bonoff,democratic-farmer-labor,FALSE,169238,393457,
minnesota4,2016,US House,Greg Ryan,republican,FALSE,121033,351945,
minnesota4,2016,US House,NA,NA,TRUE,461,351945,
minnesota4,2016,US House,Betty McCollum,democrat,FALSE,203299,351945,
minnesota4,2016,US House,Susan Pendergast Sindt,legal marijuana now,FALSE,27152,351945,
minnesota5,2016,US House,Dennis Schuller,legal marijuana now,FALSE,30759,361875,
minnesota5,2016,US House,Frank Nelson Drake,republican,FALSE,80660,361875,
minnesota5,2016,US House,Keith Ellison,democrat,FALSE,249957,361875,
minnesota5,2016,US House,NA,NA,TRUE,499,361875,
minnesota6,2016,US House,NA,NA,TRUE,535,358930,
minnesota6,2016,US House,David Snyder,democratic-farmer-labor,FALSE,123010,358930,
minnesota6,2016,US House,Tom Emmer,republican,FALSE,235385,358930,
minnesota7,2016,US House,NA,NA,TRUE,307,330823,
minnesota7,2016,US House,Dave Hughes,republican,FALSE,156944,330823,
minnesota7,2016,US House,Collin C. Peterson,democrat,FALSE,173572,330823,
minnesota8,2016,US House,NA,NA,TRUE,786,356971,
minnesota8,2016,US House,Richard M. Nolan,democrat,FALSE,179097,356971,
minnesota8,2016,US House,Stewart Mills,republican,FALSE,177088,356971,
mississippi1,2016,US House,Chase Wilson,libertarian,FALSE,6181,300423,
mississippi1,2016,US House,Cathy L. Toole,reform,FALSE,3840,300423,
mississippi1,2016,US House,Jacob Owens,democrat,FALSE,83947,300423,
mississippi1,2016,US House,Trent Kelly,republican,FALSE,206455,300423,
mississippi2,2016,US House,John Bouie II,republican,FALSE,83542,286626,
mississippi2,2016,US House,Troy Ray,independent,FALSE,6918,286626,
mississippi2,2016,US House,Johnny McLeod,reform,FALSE,3823,286626,
mississippi2,2016,US House,Bennie G. Thompson,democrat,FALSE,192343,286626,
mississippi3,2016,US House,Gregg Harper,republican,FALSE,209490,316445,
mississippi3,2016,US House,Roger I. Gerrard,veterans party of america,FALSE,8696,316445,
mississippi3,2016,US House,Lajena Sheets,reform,FALSE,2158,316445,
mississippi3,2016,US House,Dennis Quinn,democrat,FALSE,96101,316445,
mississippi4,2016,US House,Mark Gladney,democrat,FALSE,77505,278779,
mississippi4,2016,US House,Shawn O'Hara,reform,FALSE,5264,278779,
mississippi4,2016,US House,Richard Blake McCluskey,libertarian,FALSE,14687,278779,
mississippi4,2016,US House,Steven M. Palazzo,republican,FALSE,181323,278779,
missouri1,2016,US House,Steven G. Bailey,republican,FALSE,62714,314024,
missouri1,2016,US House,Robb E. Cunningham,libertarian,FALSE,14317,314024,
